"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"France","FRA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","9055","39234","98332","178400","283200","375000","436700","572000","883000","1302496","2462700","5817300","11210100","21433500","29052360","36997400","38585300","41702000","44544000","48088000","51662000","55358100","57972000","57918000","57785000","59816000","62260000","63324000","65425000","66681000","67571000","69017000","",
"Faroe Islands","FRO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","1429","1718","1605","1960","2558","3265","4701","6516","10761","16971","24487","34737","38026","41298","42032","49965","52169","54860","56993","59446","58475","58722","57751","58282","53213","54487","","",
"Micronesia, Fed. Sts.","FSM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","5869","12782","14094","18616","27436","27500","27500","27518","27600","31213","31393","","22505","23412","23114","",
"Gabon","GAB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","1200","2581","4000","6800","9500","9694","8891","120000","150000","279289","300000","489367","736690","897987","1169000","1300000","1450000","1610000","2370227","2557728","2745229","2932731","2821555","2962486","2663243","",
"United Kingdom","GBR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","50000","130000","290000","560000","975000","1114000","1260000","1507000","2268000","3940000","5735785","7248355","8841000","14878000","27185000","43452000","46283000","49228000","54256221","59687915","65471665","70077926","73836210","74940937","76481053","76729827","77162298","78329355","78673978","78460684","79250793","78931386","79173658","",
"Georgia","GEO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","2300","30000","60000","133243","194741","301327","503619","711224","840645","1174308","1703888","2599714","2755087","2837000","3978242","4430344","4698582","4993119","5400766","5550730","5531875","5730625","",
"Ghana","GHA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","1742","3336","6200","12766","21866","41753","70026","130045","243797","386775","795529","1695000","2874560","5207242","7604053","11570430","15108916","17436949","21165843","25618427","28026482","30360771","35008387","38305078","36751761","",
"Gibraltar","GIB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","660","1002","1620","2445","3648","5558","9797","12167","15900","18392","20000","22000","24000","26000","28600","30000","32500","34750","","38000","41441","41136","41035","",
"Guinea","GIN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","812","950","950","2868","21567","25182","42112","55670","90772","111500","154900","189000","","2000000","2750000","3489000","4000000","4860590","5584700","7436471","8683500","10764000","10800000","","",
"Gambia, The","GMB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","457","812","1442","3096","4734","5048","5307","5600","55085","100000","149300","175000","247478","404345","800371","1166136","1312874","1478347","1401163","1526191","1848854","2283691","2715672","2838127","","",
"Guinea-Bissau","GNB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1275","39451","98825","157330","296223","500156","560345","677365","732634","1049193","939909","1108297","1238493","1285835","1434822","",
"Equatorial Guinea","GNQ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","300","297","600","5000","15000","32000","41500","61900","96900","120000","150000","180000","200000","399290","478860","501077","510783","516540","533336","575650","","",
"Greece","GRC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48000","153000","273000","532000","937700","2047000","3904000","5932403","7963742","9314260","8936202","9324335","10260396","10979826","12294912","13799340","13295093","12292716","12127985","13360280","12518645","12144598","12566649","12538927","12937106","",
"Grenada","GRD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","147","181","282","350","400","570","976","1410","2012","4300","6414","7553","42293","43313","46858","46193","51381","60022","114424","121946","120855","129912","133000","117151","119767","118973","113177","",
"Greenland","GRL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","438","964","2052","4122","6481","8899","13521","15114","15882","19924","29749","39033","46480","53900","66400","55816","53468","57349","58742","59455","60400","60800","61000","","","",
"Guatemala","GTM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","293","1221","2141","2990","10462","29999","43421","64194","111445","337800","856831","1146441","1577085","2034776","3168256","4510067","7178745","11897563","14948640","17307459","18067970","19479105","20787080","21716357","16911811","18121390","18264520","19986482","",
"Guam","GUM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","867","1301","1907","4098","4965","5803","5673","12837","20000","27200","32600","70500","79800","98000","","","","","","","","","","","","","","",
"Guyana","GUY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","841","1029","1251","1243","1200","1400","1454","2815","39830","75320","79400","137955","171656","281368","400000","538774","447769","488533","560397","528757","547047","555035","566905","542598","584659","643210","",
"High income","HIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","101509","148855","317502","748600","1433602","2506944","4254183","7214257","10896118","15635157","21935481","31559162","49955113","79517374","124902379","178590624","258018105","380797304","535074751","634936709","699701730","771301919","856762547","952301838","1054794850","1166338680","1232872784","1284120431","1320115038","1376823881","1416965039","1448733426","1500054835","1528821332.008","1557621244","1554127889","",
"Hong Kong SAR, China","HKG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1000","4400","10000","28060","51280","89193","133912","189664","233324","290843","484823","798373","1361861","2229862","3174369","4275048","5447346","5776360","6395725","7349202","8213959","8544255","9444140","10751622","11580149","12597171","13793729","15292924","16387536","16973133","16959455","16724440","17584969","18340347","",
"Honduras","HND","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2311","14427","34896","78588","155271","237629","326508","379362","707201","1281462","2240756","4184834","6210711","8390755","9505071","8062229","7370034","7767235","7725092","8048388","7832802","8233499","",
"Heavily indebted poor countries (HIPC)","HPC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295","2996","6606","15197","43020","115494","288202","653789","1319083","2870156","5296669","8557919","14370505","22563846","34661619","59063690","96948361","147770799","189207562","232417840","289409947","336857124","387805616","436363108","483957049","486813787","463294144","",
"Croatia","HRV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","2019","6320","11382","21664","33688","64943","120420","182500","295000","1033000","1755000","2312600","2537300","2835500","3649700","4395200","5034582","4554777","4675017","4928352","5115140","4971351","4721015","4461352","4415660","4414347","4315580","",
"Haiti","HTI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","25000","55000","91500","140000","320000","400000","500200","1200000","2500000","3200000","3648000","4000000","4200000","6094947","7160200","6769312","7300000","6504010","6486549","",
"Hungary","HUN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2645","8477","23292","45712","143000","265000","473100","705786","1070154","1628153","3076279","4967430","6886111","7944586","8727188","9320000","9965720","11029930","12224163","11792475","12011823","11689937","11579425","11590326","11726491","11785806","11779908","12030940","",
"IBRD only","IBD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","146000","338008","696280","1412885","2791349","5905973","11853284","21269410","39399643","65191820","119333764","217813510","342449254","478806860","653660963","906312531","1232432733","1608581973","2031917156","2505363302","2984948051","3511497106","3941569437","4175899831","4441420613","4613373456","4687323468","4947130059.55","5158516970","",
"IDA & IBRD total","IBT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","146000","340158","704927","1431271","2833835","5981059","11980748","21502304","39853465","66090121","121157258","221769226","350776868","494718954","680120909","955075746","1322416649","1780754424","2309745093","2913494041","3480398655","4113650827","4659699911","4998074023","5371789946","5651725351","5800445669","6100461054.55","6272829349","",
"IDA total","IDA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2150","8647","18386","42486","75086","127464","232894","453822","898301","1823494","3955716","8327614","15912094","26459946","48763215","89983916","172172451","277827937","408130739","495450604","602153721","718130474","822174192","930369333","1038351895","1113122201","1153330995","1114312379","",
"IDA blend","IDB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2150","8647","14851","27076","42978","64403","105690","195515","308388","613981","1288995","3104899","6559889","10349956","21214299","42259917","84303969","131348190","195229126","226554457","260832471","291304029","325236995","353558868","376369793","385190611","403618045","405494557","",
"Indonesia","IDN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","4531","6321","9008","12928","18096","24528","35546","53438","78024","210643","562517","916173","1065820","2220969","3669327","6520947","11700000","18495251","30336607","46909972","63803015","93386881","140578243","163676961","211290235","249805619","281963665","313226914","325582819","338948340","385573398","458923202","",
"IDA only","IDX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3535","15410","32108","63061","127204","258307","589913","1209513","2666721","5222715","9352205","16109990","27548916","47723999","87868482","146479747","212901613","268896147","341321250","426826445","496937197","576810465","661982102","727931590","749712950","708817822","",
"Isle of Man","IMN","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76680","327967","881839","1195400","1884311","3577095","6540000","13000000","33690000","52220000","90140000","166050000","233620000","346890000","525090000","752190000","893862478","864720917","886304245","944008677","1001056000","1127809000","1168902277","",
"Not classified","INX","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","300","1500","3475","6300","13579","25000","32000","44000","61100","88000","158000","288600","545000","946000","1677000","2461000","2970000","3000000","3500000","3860000","4270000","4690135","4970719","5048127","4704497","4701474","4906352","5013676","4880792","4912620","4902009","4875116","4898872","",
"Iran, Islamic Rep.","IRN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9200","15902","59967","238942","389974","490478","962595","2087353","2279143","3449876","5075678","8510513","15385289","29770000","43000000","52555000","54051764","56043006","58157539","65246219","68891151","74218815","80520249","87106508","",
"Iraq","IRQ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","80000","574000","1533000","9345371","14021232","17529000","20116876","23264408","25519000","26756000","32450000","33000000","33559000","33447000","33335316","",
"Iceland","ISL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","2642","5008","6519","7893","10010","12889","15251","17409","21845","30883","46805","65368","104280","172614","214896","248131","260438","279670","290068","283108","301922","326098","336922","339715","341077","344085","352114","356264","370047","383919","401613","410662","",
"Israel","ISR","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15240","23000","36104","64484","133425","445456","1047582","1672442","2147000","2880000","4400000","5500621","6300008","6618367","7221955","7757000","8403765","8902000","8982000","9022000","9111000","9200000","9225000","9500000","9500000","10570000","10570000","10540000","",
"Italy","ITA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","6415","9044","16534","33609","66070","266000","568000","783000","1207175","2240000","3923000","6422000","11737904","20489000","30296000","42246000","51246000","54200000","56770000","62750000","71500000","80418000","89801000","90341000","90032886","93666088","96040913","97188624","96863107","89914609","87691238","85955905","83871543","",
"Jamaica","JAM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2447","7628","15221","26106","45138","54640","65995","78624","144388","366952","597826","1244976","1576360","1837552","1981464","2274650","2684331","2723323","2956061","3181995","2945395","2714938","2846196","3005490","3137213","3267344","3091222","",
"Jordan","JOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1439","1462","1462","1456","1446","11840","24113","45037","82429","118417","388949","865627","1219597","1325313","1624110","3137700","4343100","4771641","5313564","6014366","6620000","7482561","8984252","10313976","11092404","13797968","9818446","","",
"Japan","JPN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","13275","19804","27198","40392","61800","95131","150773","242888","489558","868078","1378108","1712545","2131367","4331369","11712137","26906511","38253893","47307592","56845594","66784374","74819158","81118324","86655000","91474000","96484000","99826000","107339000","110394996","116295378","123287125","132761125","141129280","147887593","157856591","160559734","166852753","170128499","",
"Kazakhstan","KAZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","4600","9798","11202","29700","49500","197300","582000","1027000","1330730","2447000","5398000","7775737","12322676","14910573","17063200","19402600","25240800","30235400","30364900","28595600","26309300","25534800","26473000","",
"Kenya","KEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1100","1162","1990","2279","2826","6767","10756","23757","127404","600000","1187122","1590785","2546157","4611970","7340317","11349412","16303573","19364559","24968891","28080771","30731754","31830003","33632631","37715944","38982188","42815109","",
"Kyrgyz Republic","KGZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1350","2574","9000","27000","53084","138279","263375","541652","1261757","2168329","3394016","4487123","5275477","6277108","6797852","6737487","7563444","7579439","7613528","7369927","",
"Cambodia","KHM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4810","10239","14100","23098","33556","61345","89117","130547","223458","380000","498388","861500","1062000","1721650","2583318","4237000","6268000","8150764","13757000","19105115","20264514","20451982","20850543","19915503","18572973","",
"Kiribati","KIR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","200","300","395","495","526","615","650","700","750","1000","9907","10595","13788","18000","20000","30000","41000","52000","46123","",
"St. Kitts and Nevis","KNA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","300","205","440","700","1200","2100","5000","22000","29000","51000","51000","64500","74500","75500","80000","77000","76000","77000","65000","73009","76583","76878","",
"Korea, Rep.","KOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","","","7090","10255","20353","39718","80005","166108","271927","471784","960258","1641293","3180989","6878786","14018612","23442724","26816398","29045596","32342493","33591758","36586052","38342323","40197115","44369165","45606984","47944222","50767241","52506793","53624427","54680840","57290356","58935081","61295538","63658688","",
"Kuwait","KWT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","8200","14300","17500","22500","20735","43000","51000","64311","85195","117609","151063","210000","250000","300000","476000","877920","1227000","1420000","1774567","1382084","1179573","1426395","1499912","2618413","3979145","4934160","5100000","6410000","7600000","5846335","5392806","5136384","",
"Latin America & Caribbean (excluding high income)","LAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3300","12185","77274","199613","469101","831517","1709136","2979167","5220380","9789461","16712230","32510613","51429132","69750609","85424959","107477419","146999044","201372626","253507298","317167491","386480914","429239865","478942355","530527841","560150478","598698034","608465844","591554560","586877818","588787713","",
"Lao PDR","LAO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","340","625","1539","3790","4915","6453","12078","12681","29545","55160","112275","204191","657528","1009565","1478409","2022133","3234642","4003395","5480851","4300000","4612612","4618586","3727162","3958510","3711813","",
"Lebanon","LBN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120000","198000","373900","505300","627000","743000","766754","775104","795460","884445","993557","1106431","1260000","1427000","2390317","2863664","3456650","3755169","3884757","4387275","4657651","4890533.55","","",
"Liberia","LBR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","2000","5000","47250","94370","160000","280000","563000","854627","1085062","1571308","2020637","2379900","2550775","3225258","3652000","3117002","","",
"Libya","LBY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","20000","30000","40000","50000","70000","127000","500000","2000000","3927562","4500000","7379115","9534091","10900000","10000000","9587000","10235300","8497080","9747080","7660068","","",
"St. Lucia","LCA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","524","1000","1400","1600","1900","2300","2500","2700","14313","99000","101000","105656","105600","147000","175045","189738","198212","216530","216000","212063","188351","187741","176648","176694","",
"Latin America & Caribbean","LCN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","3917","12000","30971","125486","297650","647522","1135572","2255194","3928099","6648040","12754452","21248433","40120477","63763645","84724348","101590245","126313264","174822263","240755475","306543468","382524993","460658973","514300801","573298953","631242627","665970257","707502300","712256783","694215598","690811931","690961697","",
"Least developed countries: UN classification","LDC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2294","13415","26882","52648","94787","181144","406777","767581","1753210","3597166","6920327","11954271","20424378","36871083","68214586","117650567","172814730","216330130","279993439","361458052","425802629","500817401","579127071","635569142","650856961","614065447","",
"Low income","LIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1754","6022","10962","27851","46659","94265","237208","605559","1428581","2844903","5235729","9853704","16318189","24355227","42774491","70482487","108334742","142157020","186949760","234373632","276785598","329281334","373960035","415056422","417518367","363032862","",
"Liechtenstein","LIE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","7500","9000","10000","11000","11402","25000","25500","27503","28755","32013","34000","35000","35500","36970","36080","38427","40652","40950","44298","46625","",
"Sri Lanka","LKA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1010","1800","2644","14687","29182","51316","71029","114888","174202","256655","430202","667662","931403","1393403","2211158","3361775","5412496","7983489","11082454","16305417","17359312","18319447","19332844","20315150","22123000","23899642","25797199","28199083","",
"Lower middle income","LMC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","4531","9232","12535","17883","26963","76962","122229","230982","392800","1029104","2320163","4169368","5855977","10968158","23612181","44924237","71257007","120394049","194778343","319699475","528344916","774880687","1091695929","1403566093","1788714542","2091325486","2192477506","2307087523","2462555360","2557191275","2770463218","2902130092","",
"Low & middle income","LMY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","138814","313997","641346","1309673","2604320","5556527","11226233","20139916","36362725","60079364","110186944","203083146","326046288","464575783","643725879","904232890","1253548058","1690363969","2202394889","2795808257","3352115995","3975516525","4512872576","4843814470","5212916656","5499232820","5653098988","5954492935.55","6129173785","",
"Lesotho","LSO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1262","3500","9831","12000","21600","57000","137953","125950","196213","249786","357913","482455","593216","661000","987448","1232354","1544815","1790295","2138789","2140141","2282917","2380804","",
"Late-demographic dividend","LTE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","2330","3564","4936","8276","35918","65847","103319","179346","310900","537911","1009765","2104916","4383855","9126630","15967630","28490518","46865168","83338597","150846229","243561355","347575672","465446531","630154673","807211192","979352996","1191514177","1419716297","1629828034","1830347611","2012917476","2197851746","2366518965","2467487932","2446224202","2525802438.55","2623021796","",
"Lithuania","LTU","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","267","1242","4512","14795","50973","165337","267615","332000","524000","1017999","1645568","2102207","3051160","4353447","4718215","4912077","5022638","4961499","4890979","4938000","4997265","4565976","4267592","4184053","4204692","4361329","",
"Luxembourg","LUX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","40","292","375","542","665","824","1139","1120","5082","12895","26838","45000","67208","130500","209190","303274","409064","473000","539000","470000","510000","713000","684500","707000","720000","727000","764973","761314","788371","802400","806800","764000","794000","",
"Latvia","LVA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1027","3800","8364","15003","28500","77100","167460","274344","401272","656835","917196","1219550","1536712","1871602","2183696","2217008","2298610","2303600","2306100","2309000","2630873","2558000","2384000","2590000","2650273","2464122","",
"Macao SAR, China","MAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1356","2232","4847","10513","15135","21445","35881","44788","52845","82114","118101","141052","194475","276138","364031","432450","532758","636347","794323","932596","1037380","1122261","1353194","1613457","1722245","1856453","1896097","1969972","","",
"St. Martin (French part)","MAF","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","60","105","700","904","1500","3217","6725","13794","29511","42942","74472","116645","369174","2342000","4771739","6198670","7359870","9336878","12392805","16004731","20029300","22815694","25310761","31982279","36553943","39016336","42423794","44114534","43079696","41513933","43916066","",
"Monaco","MCO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1150","2559","3005","5400","7200","11474","13080","13927","14302","14874","15081","15750","17191","18307","20400","22000","23000","23414","31789","33195","35464","33675","34020","33297","32978","",
"Moldova","MDA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","920","2200","7000","18000","139000","225000","338225","475942","787000","1089800","1358152","1882830","2423416","2136409","2550592","3217261","3584283","3696834","3738125","3713137","3788490","3662968","",
"Madagascar","MDG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","1300","2300","4100","12784","35752","63094","147500","163010","283666","333888","510269","1045888","2217612","4835239","6283799","7711721","8680772","8778600","8461120","9713883","10693765","7998253","8730499","",
"Maldives","MDV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1290","1606","2926","7638","18894","41899","66466","113246","203620","271053","313539","435627","457770","494351","530449","560547","625161","665818","739790","812128","900120","",
"Middle East & North Africa","MEA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","2330","3564","4936","7976","20756","33793","39447","58750","103858","155184","191885","269134","413526","973700","2039078","3541826","5074447","7500527","14393980","24207675","33593657","44399317","62657237","98356936","143764621","203234506","251627983","308984167","354183384","387335332","415289041","445830806","456533871","464664755","468685135.55","441177747","",
