Data Source,World Development Indicators,,,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,30.004,29.623,29.243,28.866,28.492,28.121,27.753,27.388,27.026,26.667,26.398,26.387,26.377,26.367,26.357,26.347,26.337,26.327,26.318,26.308,26.262,26.11,25.958,25.806,25.656,25.506,25.356,25.207,25.058,24.911,24.7,24.299,23.903,23.512,23.125,22.743,22.364,21.992,21.623,21.258,20.943,20.766,20.591,20.417,20.243,20.072,19.901,19.731,19.562,19.394,19.228,19.056,18.881,18.701,18.517,18.329,18.138,17.942,
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.019537452715141,0.379767922918795,0.246910823324667,0.141586212319302,0.084937179173131,-0.060499689526481,-0.162375692830794,-0.235016470709165,-0.332098518017465,-0.360009209533016,0.151142360094357,1.22265498245156,1.03261839221807,0.916557524902912,0.875727250645759,0.9480373479402,0.912258490743726,0.967796112834577,1.02538047607355,1.065572372745,0.784584960237542,0.400952470198684,0.369463154438247,0.327097084926625,0.282860476837012,0.299753937179451,0.334331075505947,0.304464142782628,0.315139141363312,0.356039611103647,0.279027731366681,-0.300544208104832,-0.256236999797331,-0.330624269008791,-0.433368846491766,-0.474899093415709,-0.517077662960284,-0.473417401349692,-0.526404231035566,-0.554086373778248,-0.380113564334052,0.140997827475435,0.081502311795444,0.010863083289361,0.069599392325051,0.073389814873653,0.108670280303657,0.093157090160955,0.085657261633223,0.014133214580488,-0.026355147343223,-0.155902627738263,-0.171673219603738,-0.246664475480594,-0.236472013457745,-0.264659682680831,-0.313225239058224,-0.37375480105158,
United States,USA,Rural population,SP.RUR.TOTL,54208527,54414785,54549307,54626596,54673014,54639947,54551297,54423243,54242804,54047876,54129627,54795508,55364268,55874046,56365499,56902406,57423878,57982322,58579920,59207469,59673829,59913573,60135341,60332364,60503262,60684895,60888123,61073788,61266559,61485081,61656881,61471853,61314541,61112155,60847887,60559606,60247274,59962727,59647910,59318323,59093274,59176653,59224903,59231337,59272576,59316092,59380586,59435929,59486862,59495270,59479592,59386934,59285070,59139015,58999333,58843392,58659368,58440535,
United States,USA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,,,,,98,,,,,97.4,,,,,,,98,,,,,,,,,
United States,USA,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,,
United States,USA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Population, male (% of total)",SP.POP.TOTL.MA.ZS,49.5393904729968,49.5213289983157,49.505852056634,49.4897962427779,49.4691735326716,49.4415677330496,49.4053478794865,49.3621800068805,49.3168765050636,49.2760351027521,49.2440345217622,49.2230253698731,49.2109174797695,49.2027834592954,49.1917341954015,49.1733067091594,49.1455508915994,49.1110608025518,49.0752800097469,49.0456945591658,49.0272006693643,49.0220043491959,49.0275682633386,49.0383595643846,49.046684144999,49.0475295869553,49.038938995239,49.0236686728101,49.0070977191348,48.9966896547787,48.9974296078443,49.0106079537402,49.0338301595613,49.0638149916561,49.0958280758383,49.1263812625614,49.1545922672594,49.1811322083268,49.2060196804851,49.2296935632755,49.2524669228641,49.2743655707039,49.2950448036799,49.3140630811031,49.330849642257,49.3451080060599,49.3565090733741,49.3654989680689,49.3734675395754,49.3822624911418,49.3931347089719,49.4065721420236,49.4220790762288,49.4386942464846,49.4549957006318,49.4699676707185,49.4833811718156,49.4955727413077,
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,89503312,90966224,92347226,93655480,94925902,96066449,97111152,98088575,98981930,99871190,100975878,102217027,103291747,104265126,105198491,106201066,107154502,108161709,109234212,110379788,111402057,112488832,113579226,114647762,115664343,116695844,117758675,118778957,119821864,120933139,122308854,123987526,125778639,127526177,129183889,130812745,132419522,134095800,135736774,137370537,138971948,140416645,141784968,143064009,144443341,145822985,147269908,148704288,150141736,151490722,152791943,153972756,155182003,156342210,157574756,158818305,160032192,161216573,
United States,USA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.4606095270032,50.4786710016843,50.494147943366,50.5102037572221,50.5308264673284,50.5584322669504,50.5946521205135,50.6378199931195,50.6831234949364,50.7239648972479,50.7559654782378,50.7769746301269,50.7890825202305,50.7972165407046,50.8082658045985,50.8266932908406,50.8544491084006,50.8889391974482,50.9247199902531,50.9543054408342,50.9727993306357,50.9779956508041,50.9724317366614,50.9616404356154,50.953315855001,50.9524704130447,50.961061004761,50.9763313271899,50.9929022808652,51.0033103452213,51.0025703921557,50.9893920462598,50.9661698404387,50.9361850083439,50.9041719241617,50.8736187374386,50.8454077327406,50.8188677916732,50.7939803195149,50.7703064367245,50.7475330771359,50.7256344292961,50.7049551963201,50.6859369188969,50.669150357743,50.6548919939401,50.6434909266259,50.6345010319311,50.6265324604246,50.6177375088582,50.6068652910281,50.5934278579764,50.5779209237712,50.5613057535154,50.5450042993682,50.5300323292815,50.5166188281844,50.5044272586923,
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,91167688,92724776,94190774,95586520,96963098,98236551,99448848,100623425,101724070,102805810,104076122,105443973,106604253,107643874,108655509,109771934,110880498,112077291,113350788,114675212,115822943,116977168,118084774,119144238,120160657,121228156,122374325,123510043,124677136,125885861,127314146,128993474,130735361,132392823,133942111,135465255,136974478,138561200,140117226,141669463,143190463,144552310,145840225,147043924,148361957,149693614,151110004,152526919,153952230,155280807,156546478,157671524,158811269,159892295,161047769,162221534,163373743,164502605,
United States,USA,"Population, total",SP.POP.TOTL,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935,325719178,
United States,USA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.4697265625,3233.08129882813,3398.1875,3456.0400390625,3486.9482421875,3557.58056640625,3642.79174804688,3883.61962890625,3777.86450195313,3730.92114257813,3794.92700195313,3771.12817382813,3925.70532226563,4088.5546875,3884.04345703125,4028.59643554688,4034.65112304688,4138.5439453125,4255.03076171875,4313.38330078125,,,
United States,USA,Population growth (annual %),SP.POP.GROW,1.70199277744096,1.65773003738953,1.53799735825387,1.43916476170683,1.38904605518369,1.25017164562845,1.1548931907552,1.08888120728762,0.998461043585335,0.977242811872469,1.16500266687286,1.26433369185094,1.07052275237269,0.954476728552297,0.913660196067714,0.985986067347125,0.950220048994522,1.00577199618134,1.0595730803427,1.10357656509899,0.959589922764484,0.981415437259678,0.953317566163514,0.914378513375149,0.865817336309961,0.886129040850881,0.924164157058979,0.893829201032046,0.907999040167679,0.944405555428529,1.12965052045579,1.33626074073779,1.38688569247935,1.31867999977741,1.2262960888682,1.19078709090209,1.16341161998189,1.20396029701272,1.16571452642589,1.14834004729055,1.11276899679534,0.989741382223669,0.927797485710314,0.859481712840946,0.925483968943482,0.921713167161207,0.964253917136075,0.951055242772428,0.945865287282592,0.876651298802912,0.83326258638082,0.742651798264185,0.750914976335014,0.711248386684869,0.752305212009722,0.755812954934385,0.734307439742705,0.712729409498835,
United States,USA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.9863185760537,51.329108276432,51.2577728264705,50.8789107923474,50.3432672998155,49.7231167744151,49.0347626144058,48.2740030503482,47.4311341027311,46.4893227801722,45.4507315177165,44.1038286305664,42.8045977548865,41.5197432775271,40.221088071735,38.9172150976644,38.0344159601517,37.0799712925657,36.120921344939,35.248738439318,34.5091792177563,33.9191779237465,33.4461626728882,33.0871572495035,32.8151026307868,32.6120895996315,32.6412983786759,32.7063731446394,32.7983497160896,32.9041983256465,33.0089924015713,33.2866687487411,33.5219345544895,33.6857324750511,33.7507129137299,33.7130273641934,33.7447077120851,33.6211287811719,33.3970866324256,33.1440865506577,32.8894688515911,32.5287135596357,32.2540508447548,31.9939304501115,31.6638704051164,31.2457903254458,31.141537708483,30.9216243648532,30.6443036520049,30.3865989279998,30.1731282740986,29.9367617848164,29.67335461149,29.4200356639911,29.2057570687886,29.0457912948033,28.8567597929418,28.7986618496378,
United States,USA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.1621000734886,15.3326514413342,15.4422368803747,15.5168132027967,15.5841915246417,15.6545024638374,15.8024549726083,15.9481804268516,16.089119181673,16.2118808508638,16.3041360375381,16.4139851511457,16.4958439817412,16.570250661818,16.6441683969139,16.712176780485,16.8782091206821,17.035545739596,17.2030998309899,17.3874807644826,17.5834235536363,17.7275243436951,17.857684501605,17.9922411805999,18.1436836263836,18.3123549746692,18.5185761979017,18.716699629606,18.904803114592,19.0739289025313,19.2171707828778,19.3312874435632,19.4056770427405,19.4406192493078,19.429283280493,19.3684882413535,19.2831279213616,19.1504548044284,18.9896921299173,18.8245289675469,18.6729932460313,18.5853103574055,18.5060094531487,18.4442347840066,18.4058154067198,18.3971717478756,18.5027383135198,18.6295367815941,18.8031257513218,19.0551555750231,19.4027570843696,19.8333377338469,20.3364803204569,20.8996392436237,21.50196408274,22.1331104149771,22.7955883537936,23.46961267658,
United States,USA,Age dependency ratio (% of working-age population),SP.POP.DPND,66.1484186495422,66.6617597177662,66.7000097068452,66.3957239951441,65.9274588244572,65.3776192382525,64.8372175870141,64.2221834771998,63.5202532844041,62.701203631036,61.7548675552545,60.5178137817121,59.3004417366277,58.0899939393451,56.865256468649,55.6293918781494,54.9126250808338,54.1155170321617,53.3240211759289,52.6362192038006,52.0926027713926,51.6467022674416,51.3038471744932,51.0793984301034,50.9587862571704,50.9244445743007,51.1598745765776,51.4230727742454,51.7031528306817,51.9781272281777,52.2261631844491,52.6179561923043,52.9276115972301,53.1263517243589,53.1799961942229,53.0815156055469,53.0278356334467,52.7715835856003,52.386778762343,51.9686155182046,51.5624620976225,51.1140239170412,50.7600602979035,50.4381652341181,50.0696858118363,49.6429620733214,49.6442760220028,49.5511611464473,49.4474294033267,49.4417545030229,49.5758853584682,49.7700995186633,50.0098349319469,50.3196749076148,50.7077211515286,51.1789017097804,51.6523481467354,52.2682745262177,
United States,USA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,,,1.05,,,,,1.052,,,,,1.053,,,,,1.052,,,,,1.051,,,,,1.05,,,1.049,,1.049,,,,,1.048,,,,,1.048,,,,,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1.1422144130071,1.19587252189441,1.23274109396548,1.2481484123993,1.24135412354359,1.21586437112177,1.28234696442004,1.33186016376514,1.35997187379717,1.36449464064927,1.34580817374483,1.41291777543416,1.46349503023849,1.493879506862,1.49995936024367,1.48048769495388,1.52790283231195,1.54104228178265,1.52198505915326,1.48580722711536,1.45112853854641,1.54336812659646,1.63356093393008,1.70459470383675,1.74142571399444,1.74184721040897,1.81261150459637,1.85455467803484,1.87219203996087,1.87375992151529,1.86535489137659,1.94132575273954,1.99940052133684,2.0349067236666,2.04644439768816,2.03743769183605,2.10849406971876,2.16262074983312,2.19854997890784,2.21724038162325,2.2217762528287,2.30966323427575,2.37439495492985,2.41559898289244,2.43470786612067,2.43484856172346,2.5189019776127,2.59017858100154,2.64543226304227,2.67929128508587,2.69070512463097,2.75315781373795,2.79441437549792,2.82061004282955,2.83860511819779,2.85344013421617,2.92843431021973,2.99329662240971,
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1.66420955758659,1.75006344579039,1.82719636875095,1.89042003782176,1.9360652024656,1.96613546047439,2.06161610916811,2.14166828021531,2.20756634718597,2.26127136598324,2.30459194826849,2.41343968776593,2.5126153101339,2.60380071801412,2.68546705234605,2.75650439813632,2.86211488573316,2.93802738137792,2.98671877659294,3.01890967828631,3.04922280785954,3.16322940822428,3.26765616393642,3.35968147926642,3.4382843368172,3.50702789294322,3.62093335431933,3.71495405079443,3.78821417196705,3.84206196751194,3.88247872530028,3.97082823699874,4.03064659430377,4.06513941253959,4.08098923320714,4.08666735118866,4.13534519217712,4.17229592808101,4.19882163678258,4.21742234673013,4.23309684790144,4.30421972646585,4.34879914196316,4.36912349161887,4.36947686961222,4.35592341417382,4.41485217721927,4.46279024400192,4.5000217139685,4.5215757960763,4.52539341606755,4.55750096434202,4.5672617703551,4.5616644990316,4.54875077969826,4.53636764645571,4.56543857968729,4.58207367909647,
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.51373527940726,1.51765191228509,1.5217577522745,1.5345156900012,1.55656969412294,1.58135066484169,1.5938868965588,1.6010271136859,1.60496223370602,1.60377249554832,1.59512592896225,1.59001538297505,1.57258772785777,1.5554657231132,1.55133624782231,1.56259512086474,1.57496653314875,1.6278172352735,1.72378359778007,1.83655185252008,1.93056598100129,1.92794126144569,1.89122379492172,1.8506069005364,1.83418241446895,1.84778508715526,1.8716117145984,1.91096690229876,1.96020457329616,2.00770180086473,2.04541976386868,2.04995482524446,2.04993375736216,2.05804668804684,2.0807410362385,2.11451538282004,2.13181290671403,2.15085519420814,2.17113514770542,2.18877655972653,2.20040869945993,2.19112879427995,2.17997913052785,2.17152105275015,2.1654456940729,2.15925386110095,2.13548102978979,2.10461587488169,2.07620528916744,2.06347864339846,2.07394393590561,2.09379994007151,2.13502360111433,2.190144925091,2.24957634488225,2.30937983540337,2.35543827712933,2.39944348284215,
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.98116639177194,1.992585345138,2.00040037220122,2.01636330526186,2.04854862247943,2.09670295980022,2.13085079317896,2.16892402122139,2.20730376083267,2.24162258677279,2.27136248462271,2.30150363304629,2.32517703470225,2.34857279476812,2.3789456827211,2.41664112772086,2.41822983460739,2.44837448272721,2.51394909436322,2.60450769744846,2.69920515067954,2.73536467632916,2.76598742474376,2.79865675541392,2.83564597731831,2.87200106263892,2.86328877113456,2.85542362499613,2.85718933420238,2.87270497439576,2.89820710947204,2.87568567938865,2.86422743570112,2.87304564256917,2.90282087550455,2.94458085104395,2.95718282633311,2.97612575165382,2.99840482630302,3.01728372187479,3.02652421761305,2.98568899247917,2.94395286998502,2.90759423186765,2.87755023631122,2.85039220580578,2.79924303472736,2.74284525512022,2.6870883013667,2.64373800296691,2.6218337118323,2.60451075681074,2.61077295983504,2.63817800764553,2.68471882323147,2.74969162189532,2.8123131634731,2.88935810854106,
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2.32840482704931,2.34478467791173,2.36589494453451,2.38001004671676,2.37928603864671,2.36696232506417,2.34541992355965,2.31379554607872,2.28109280387255,2.26426479690539,2.27596628869719,2.31359299194705,2.3620156292893,2.40747714502386,2.43975922359863,2.46193694965346,2.53216635000389,2.57872108587696,2.59042096583328,2.58531242267841,2.59577856356807,2.62580152017838,2.68102227263139,2.7397215832907,2.7830872975178,2.81050904550068,2.83239510478438,2.84248220270256,2.84467468947219,2.84913444318014,2.86445307994337,2.88123834645951,2.9055759159863,2.92719726370098,2.93861205586886,2.94023274178602,2.91948721021467,2.89698882095885,2.86939318484408,2.83406967095134,2.79306093384532,2.74665487387657,2.69636337650358,2.65185097575168,2.628029094628,2.63335991472147,2.64028457415698,2.67440443162633,2.72742574527646,2.78755180711538,2.84993616825604,2.89855426106984,2.94803169969526,3.00997753094445,3.1014783837626,3.23009352174876,3.37674315583489,3.55337557774597,
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2.76306248717771,2.78929170431563,2.83345782517977,2.88487724678503,2.93136189602402,2.96821310353306,2.96953186569634,2.9653274212911,2.96553335610487,2.98451138286313,3.03054325317756,3.0795267344724,3.12927152008633,3.16997739086616,3.20219112419067,3.23924814121427,3.31273711673446,3.38997148888061,3.45045350038835,3.48760496677403,3.51290917501637,3.52668328605067,3.53565407366048,3.53582941879399,3.53311386216218,3.53925781804075,3.54622987318651,3.55930490148175,3.57199248743,3.58585578041849,3.6085246395746,3.62745493031134,3.65541085449498,3.67664043202805,3.68101291982245,3.67026123092273,3.63926180918372,3.60279286470372,3.55590002455933,3.49689645150488,3.43009921481028,3.35487804092291,3.2799511258801,3.21088419732861,3.15864710251044,3.13088178606186,3.09788421704944,3.08988540366527,3.1065520386161,3.14640396729003,3.20886493942923,3.2763697977637,3.36349567066003,3.47120262947859,3.60225733738329,3.75662832763342,3.91714887580535,4.09825819321736,
